Date,US 10 Year,UK 10 Year,US 3 month,UK 3 month,US Stock Market,UK Stock Market,USDperGBP
1961-06-30,0.0032333333333333333,0.0053750000000000004,0.0018916666666666667,0.0037833333333333334,23.2672088,16.4393,2.7881
1961-07-31,0.0032666666666666664,0.0054666666666666665,0.0018833333333333332,0.005575,24.0854523,16.0551,2.795
1961-08-31,0.0033666666666666667,0.0055,0.001958333333333333,0.005583333333333333,24.6170092,15.4977,2.8056
1961-09-30,0.0033166666666666665,0.005575,0.0018583333333333334,0.005458333333333333,24.1915325,15.3441,2.8144
1961-10-31,0.0032666666666666664,0.00545,0.0018999999999999998,0.004775000000000001,24.9376595,15.034,2.815
1961-11-30,0.0032833333333333334,0.0055583333333333335,0.0021249999999999997,0.004491666666666666,25.9800102,15.2984,2.8125
1961-12-31,0.003383333333333333,0.005483333333333333,0.002225,0.0045000000000000005,26.1250431,15.6078,2.8081
1962-01-31,0.0034166666666666664,0.0053416666666666664,0.002275,0.004366666666666667,25.1975421,15.7159,2.8119
1962-02-28,0.0033333333333333335,0.005308333333333333,0.002258333333333333,0.004608333333333333,25.6698079,15.9379,2.815
1962-03-31,0.0032166666666666667,0.005241666666666667,0.0022916666666666667,0.0036750000000000003,25.58168,15.6026,2.8138
1962-04-30,0.0032166666666666667,0.005116666666666666,0.0022833333333333334,0.003375,24.0595787,16.4086,2.8125
1962-05-31,0.00325,0.005166666666666667,0.0022500000000000003,0.003183333333333333,22.0539142,14.5886,2.81
1962-06-30,0.0033333333333333335,0.0051333333333333335,0.002416666666666667,0.0032666666666666664,20.312513,14.3178,2.8088
1962-07-31,0.0033666666666666667,0.004941666666666666,0.0023833333333333332,0.0032416666666666666,21.6678805,14.1127,2.805
1962-08-31,0.0033,0.004841666666666666,0.002341666666666667,0.003125,22.0635877,15.0056,2.8019
1962-09-30,0.0032833333333333334,0.004691666666666667,0.0022833333333333334,0.0030333333333333336,21.0647174,14.7949,2.8012
1962-10-31,0.0032666666666666664,0.004733333333333333,0.002266666666666667,0.0032166666666666667,21.2247774,15.0243,2.8012
1962-11-30,0.0032666666666666664,0.004758333333333333,0.0023833333333333332,0.003075,23.4469354,15.9055,2.8031
1962-12-31,0.0032083333333333334,0.004658333333333333,0.0024333333333333334,0.0031000000000000003,23.8302102,16.2015,2.8025
1963-01-31,0.003225,0.004775000000000001,0.0024416666666666666,0.0029083333333333335,25.0686604,16.3226,2.8044
1963-02-28,0.0032833333333333334,0.00505,0.002416666666666667,0.0028583333333333334,24.4131416,16.6679,2.8025
1963-03-31,0.0032916666666666667,0.004883333333333333,0.002425,0.003133333333333333,25.3469791,17.1019,2.8
1963-04-30,0.0032916666666666667,0.004733333333333333,0.002416666666666667,0.0030916666666666666,26.6465877,16.6208,2.8006
1963-05-31,0.0033,0.004566666666666667,0.0025,0.0030333333333333336,27.0983924,16.762,2.8006
1963-06-30,0.0033333333333333335,0.004491666666666666,0.0024916666666666668,0.0030833333333333333,26.6212052,16.6685,2.8006
1963-07-31,0.0033333333333333335,0.004508333333333334,0.002725,0.003133333333333333,26.5998479,16.8992,2.8006
1963-08-31,0.0033499999999999997,0.00455,0.0028250000000000003,0.0031000000000000003,27.9674605,17.462,2.7981
1963-09-30,0.003391666666666667,0.004591666666666667,0.0028083333333333333,0.0030666666666666668,27.7298451,17.7837,2.7981
1963-10-31,0.0034583333333333337,0.004575,0.0029,0.003116666666666667,28.6966998,18.1203,2.7981
1963-11-30,0.0034000000000000002,0.004775000000000001,0.002916666666666667,0.003116666666666667,28.4678504,18.3758,2.7975
1963-12-31,0.00345,0.004816666666666667,0.0029249999999999996,0.0031000000000000003,29.2375866,18.7246,2.7969
1964-01-31,0.0034583333333333337,0.004858333333333333,0.002916666666666667,0.0031000000000000003,30.1004049,18.3861,2.7981
1964-02-29,0.003483333333333333,0.005125,0.003,0.0032666666666666664,30.4730856,17.8492,2.7981
1964-03-31,0.0035250000000000004,0.004925,0.0029249999999999996,0.0035833333333333333,31.011323,18.4055,2.7981
1964-04-30,0.0035166666666666666,0.005033333333333333,0.002875,0.0035833333333333333,31.2777934,18.7116,2.8
1964-05-31,0.003491666666666667,0.00505,0.002891666666666667,0.0036249999999999998,31.7140316,18.522,2.7981
1964-06-30,0.0034583333333333337,0.005066666666666666,0.002891666666666667,0.0037,32.3130738,18.328,2.7919
1964-07-31,0.003491666666666667,0.005016666666666667,0.002891666666666667,0.0038083333333333337,32.9827909,19.1089,2.7881
1964-08-31,0.0035083333333333334,0.005125,0.002916666666666667,0.0038750000000000004,32.5280627,19.3694,2.7844
1964-09-30,0.003483333333333333,0.0051,0.002958333333333333,0.0038750000000000004,33.543073,19.5403,2.7831
1964-10-31,0.003466666666666667,0.005066666666666666,0.002958333333333333,0.003908333333333334,33.8971577,19.1294,2.785
1964-11-30,0.0035,0.005141666666666667,0.0031999999999999997,0.004258333333333334,33.80458,18.3156,2.7912
1964-12-31,0.0035083333333333334,0.005483333333333333,0.003183333333333333,0.005516666666666667,34.0201508,17.7126,2.79
1965-01-31,0.003491666666666667,0.005191666666666667,0.003225,0.0055,35.2333688,18.405,2.7925
1965-02-28,0.0035166666666666666,0.0053416666666666664,0.0033250000000000003,0.0054,35.2666652,18.2314,2.7944
1965-03-31,0.0035,0.0053750000000000004,0.003275,0.0053750000000000004,34.8401124,18.1517,2.7906
1965-04-30,0.0035083333333333334,0.005408333333333334,0.0032583333333333336,0.0053750000000000004,36.1209705,18.3395,2.7994
1965-05-31,0.0035250000000000004,0.0055583333333333335,0.003225,0.005258333333333333,35.929387,18.3147,2.7925
1965-06-30,0.0035,0.005533333333333333,0.003175,0.004658333333333333,34.2703896,17.4983,2.7919
1965-07-31,0.0035166666666666666,0.005516666666666667,0.003175,0.004666666666666666,34.8210502,17.5656,2.7925
1965-08-31,0.003558333333333333,0.005408333333333334,0.00325,0.004633333333333333,35.6957865,17.8117,2.7906
1965-09-30,0.0036249999999999998,0.005258333333333333,0.0033499999999999997,0.004591666666666667,36.9291487,18.915,2.8019
1965-10-31,0.0036750000000000003,0.005225,0.003383333333333333,0.004516666666666666,38.0319448,19.9191,2.8038
1965-11-30,0.0037333333333333337,0.005291666666666667,0.0034416666666666667,0.004541666666666667,37.7919241,20.2308,2.8031
1965-12-31,0.0038750000000000004,0.0053750000000000004,0.003741666666666667,0.004566666666666667,38.2236182,19.9474,2.8025
1966-01-31,0.003908333333333334,0.005316666666666667,0.0038583333333333334,0.004583333333333333,38.5054159,20.67,2.8038
1966-02-28,0.004183333333333333,0.005533333333333333,0.0038666666666666663,0.0046500000000000005,37.9133458,20.948,2.8006
1966-03-31,0.003925,0.005575,0.0037666666666666664,0.004675,37.1826756,20.4557,2.7931
1966-04-30,0.003991666666666667,0.005591666666666667,0.0038750000000000004,0.004683333333333334,38.0435889,20.5301,2.7938
1966-05-31,0.004,0.005575,0.0038666666666666663,0.0047083333333333335,36.0825601,21.4191,2.7912
1966-06-30,0.004141666666666667,0.005691666666666667,0.0038166666666666666,0.004741666666666667,35.5990545,21.9645,2.79
1966-07-31,0.004208333333333333,0.005808333333333333,0.003974999999999999,0.0052499999999999995,35.2214065,19.8394,2.7906
1966-08-31,0.0044666666666666665,0.006108333333333334,0.004216666666666666,0.005583333333333333,32.5844091,18.1075,2.7888
1966-09-30,0.004183333333333333,0.005891666666666667,0.00445,0.005625,32.4578438,18.784,2.7912
1966-10-31,0.004141666666666667,0.005725,0.00435,0.005508333333333334,34.1024692,18.1252,2.7912
1966-11-30,0.004266666666666667,0.005666666666666666,0.0043,0.005508333333333334,34.3105448,18.467,2.7906
